language,noun,color,attribute,case,count_index,surface
de,sheep,black,small,plural,6,acht kleine schwarze Schafe
de,sheep,black,large,nom,,das große schwarze Schaf
de,sheep,black,large,acc,,das große schwarze Schaf
de,sheep,black,large,dat,,dem großen schwarzen Schaf
de,sheep,black,large,plural,0,zwei große schwarze Schafe
de,sheep,black,large,plural,1,drei große schwarze Schafe
de,sheep,black,large,plural,2,vier große schwarze Schafe
de,sheep,black,large,plural,3,fünf große schwarze Schafe
de,sheep,black,large,plural,4,sechs große schwarze Schafe
de,sheep,black,large,plural,5,sieben große schwarze Schafe
de,sheep,black,large,plural,6,acht große schwarze Schafe
de,sheep,black,young,nom,,das junge schwarze Schaf
de,sheep,black,young,acc,,das junge schwarze Schaf
de,sheep,black,young,dat,,dem jungen schwarzen Schaf
de,sheep,black,young,plural,0,zwei junge schwarze Schafe
de,sheep,black,young,plural,1,drei junge schwarze Schafe
de,sheep,black,young,plural,2,vier junge schwarze Schafe
de,sheep,black,young,plural,3,fünf junge schwarze Schafe
de,sheep,black,young,plural,4,sechs junge schwarze Schafe
de,sheep,black,young,plural,5,sieben junge schwarze Schafe
de,sheep,black,young,plural,6,acht junge schwarze Schafe
de,sheep,black,old,nom,,das alte schwarze Schaf
de,sheep,black,old,acc,,das alte schwarze Schaf
de,sheep,black,old,dat,,dem alten schwarzen Schaf
de,sheep,black,old,plural,0,zwei alte schwarze Schafe
de,sheep,black,old,plural,1,drei alte schwarze Schafe
de,sheep,black,old,plural,2,vier alte schwarze Schafe
de,sheep,black,old,plural,3,fünf alte schwarze Schafe
de,sheep,black,old,plural,4,sechs alte schwarze Schafe
de,sheep,black,old,plural,5,sieben alte schwarze Schafe
de,sheep,black,old,plural,6,acht alte schwarze Schafe
de,sheep,white,small,nom,,das kleine weiße Schaf
de,sheep,white,small,acc,,das kleine weiße Schaf
de,sheep,white,small,dat,,dem kleinen weißen Schaf
de,sheep,white,small,plural,0,zwei kleine weiße Schafe
de,sheep,white,small,plural,1,drei kleine weiße Schafe
de,sheep,white,small,plural,2,vier kleine weiße Schafe
de,sheep,white,small,plural,3,fünf kleine weiße Schafe
de,sheep,white,small,plural,4,sechs kleine weiße Schafe
de,sheep,white,small,plural,5,sieben kleine weiße Schafe
de,sheep,white,small,plural,6,acht kleine weiße Schafe
de,sheep,white,large,nom,,das große weiße Schaf
de,sheep,white,large,acc,,das große weiße Schaf
de,sheep,white,large,dat,,dem großen weißen Schaf
de,sheep,white,large,plural,0,zwei große weiße Schafe
de,sheep,white,large,plural,1,drei große weiße Schafe
de,sheep,white,large,plural,2,vier große weiße Schafe
de,sheep,white,large,plural,3,fünf große weiße Schafe
de,sheep,white,large,plural,4,sechs große weiße Schafe
de,sheep,white,large,plural,5,sieben große weiße Schafe
de,sheep,white,large,plural,6,acht große weiße Schafe
de,sheep,white,young,nom,,das junge weiße Schaf
de,sheep,white,young,acc,,das junge weiße Schaf
de,sheep,white,young,dat,,dem jungen weißen Schaf
de,sheep,white,young,plural,0,zwei junge weiße Schafe
de,sheep,white,young,plural,1,drei junge weiße Schafe
de,sheep,white,young,plural,2,vier junge weiße Schafe
de,sheep,white,young,plural,3,fünf junge weiße Schafe
de,sheep,white,young,plural,4,sechs junge weiße Schafe
de,sheep,white,young,plural,5,sieben junge weiße Schafe
de,sheep,white,young,plural,6,acht junge weiße Schafe
de,sheep,white,old,nom,,das alte weiße Schaf
de,sheep,white,old,acc,,das alte weiße Schaf
de,sheep,white,old,dat,,dem alten weißen Schaf
de,sheep,white,old,plural,0,zwei alte weiße Schafe
de,sheep,white,old,plural,1,drei alte weiße Schafe
de,sheep,white,old,plural,2,vier alte weiße Schafe
de,sheep,white,old,plural,3,fünf alte weiße Schafe
de,sheep,white,old,plural,4,sechs alte weiße Schafe
de,sheep,white,old,plural,5,sieben alte weiße Schafe
de,sheep,white,old,plural,6,acht alte weiße Schafe
de,chicken,red,small,nom,,das kleine rote Huhn
de,chicken,red,small,acc,,das kleine rote Huhn
de,chicken,red,small,dat,,dem kleinen roten Huhn
de,chicken,red,small,plural,0,zwei kleine rote Hühner
de,chicken,red,small,plural,1,drei kleine rote Hühner
de,chicken,red,small,plural,2,vier kleine rote Hühner
de,chicken,red,small,plural,3,fünf kleine rote Hühner
de,chicken,red,small,plural,4,sechs kleine rote Hühner
de,chicken,red,small,plural,5,sieben kleine rote Hühner
de,chicken,red,small,plural,6,acht kleine rote Hühner
de,chicken,red,large,nom,,das große rote Huhn
de,chicken,red,large,acc,,das große rote Huhn
de,chicken,red,large,dat,,dem großen roten Huhn
de,chicken,red,large,plural,0,zwei große rote Hühner
de,chicken,red,large,plural,1,drei große rote Hühner
de,chicken,red,large,plural,2,vier große rote Hühner
de,chicken,red,large,plural,3,fünf große rote Hühner
de,chicken,red,large,plural,4,sechs große rote Hühner
de,chicken,red,large,plural,5,sieben große rote Hühner
de,chicken,red,large,plural,6,acht große rote Hühner
de,chicken,red,young,nom,,das junge rote Huhn
de,chicken,red,young,acc,,das junge rote Huhn
de,chicken,red,young,dat,,dem jungen roten Huhn
de,chicken,red,young,plural,0,zwei junge rote Hühner
de,chicken,red,young,plural,1,drei junge rote Hühner
de,chicken,red,young,plural,2,vier junge rote Hühner
de,chicken,red,young,plural,3,fünf junge rote Hühner
de,chicken,red,young,plural,4,sechs junge rote Hühner
de,chicken,red,young,plural,5,sieben junge rote Hühner
de,chicken,red,young,plural,6,acht junge rote Hühner
de,chicken,red,old,nom,,das alte rote Huhn
de,chicken,red,old,acc,,das alte rote Huhn
de,chicken,red,old,dat,,dem alten roten Huhn
de,chicken,red,old,plural,0,zwei alte rote Hühner
de,chicken,red,old,plural,1,drei alte rote Hühner
de,chicken,red,old,plural,2,vier alte rote Hühner
de,chicken,red,old,plural,3,fünf alte rote Hühner
de,chicken,red,old,plural,4,sechs alte rote Hühner
de,chicken,red,old,plural,5,sieben alte rote Hühner
de,chicken,red,old,plural,6,acht alte rote Hühner
de,chicken,blue,small,nom,,das kleine blaue Huhn
de,chicken,blue,small,acc,,das kleine blaue Huhn
de,chicken,blue,small,dat,,dem kleinen blauen Huhn
de,chicken,blue,small,plural,0,zwei kleine blaue Hühner
de,chicken,blue,small,plural,1,drei kleine blaue Hühner
de,chicken,blue,small,plural,2,vier kleine blaue Hühner
de,chicken,blue,small,plural,3,fünf kleine blaue Hühner
de,chicken,blue,small,plural,4,sechs kleine blaue Hühner
de,chicken,blue,small,plural,5,sieben kleine blaue Hühner
de,chicken,blue,small,plural,6,acht kleine blaue Hühner
de,chicken,blue,large,nom,,das große blaue Huhn
de,chicken,blue,large,acc,,das große blaue Huhn
de,chicken,blue,large,dat,,dem großen blauen Huhn
de,chicken,blue,large,plural,0,zwei große blaue Hühner
de,chicken,blue,large,plural,1,drei große blaue Hühner
de,chicken,blue,large,plural,2,vier große blaue Hühner
de,chicken,blue,large,plural,3,fünf große blaue Hühner
de,chicken,blue,large,plural,4,sechs große blaue Hühner
de,chicken,blue,large,plural,5,sieben große blaue Hühner
de,chicken,blue,large,plural,6,acht große blaue Hühner
de,chicken,blue,young,nom,,das junge blaue Huhn
de,chicken,blue,young,acc,,das junge blaue Huhn
de,chicken,blue,young,dat,,dem jungen blauen Huhn
de,chicken,blue,young,plural,0,zwei junge blaue Hühner
de,chicken,blue,young,plural,1,drei junge blaue Hühner
de,chicken,blue,young,plural,2,vier junge blaue Hühner
de,chicken,blue,young,plural,3,fünf junge blaue Hühner
de,chicken,blue,young,plural,4,sechs junge blaue Hühner
de,chicken,blue,young,plural,5,sieben junge blaue Hühner
de,chicken,blue,young,plural,6,acht junge blaue Hühner
de,chicken,blue,old,nom,,das alte blaue Huhn
de,chicken,blue,old,acc,,das alte blaue Huhn
de,chicken,blue,old,dat,,dem alten blauen Huhn
de,chicken,blue,old,plural,0,zwei alte blaue Hühner
de,chicken,blue,old,plural,1,drei alte blaue Hühner
de,chicken,blue,old,plural,2,vier alte blaue Hühner
de,chicken,blue,old,plural,3,fünf alte blaue Hühner
de,chicken,blue,old,plural,4,sechs alte blaue Hühner
de,chicken,blue,old,plural,5,sieben alte blaue Hühner
de,chicken,blue,old,plural,6,acht alte blaue Hühner
de,chicken,green,small,nom,,das kleine grüne Huhn
de,chicken,green,small,acc,,das kleine grüne Huhn
de,chicken,green,small,dat,,dem kleinen grünen Huhn
de,chicken,green,small,plural,0,zwei kleine grüne Hühner
de,chicken,green,small,plural,1,drei kleine grüne Hühner
de,chicken,green,small,plural,2,vier kleine grüne Hühner
de,chicken,green,small,plural,3,fünf kleine grüne Hühner
de,chicken,green,small,plural,4,sechs kleine grüne Hühner
de,chicken,green,small,plural,5,sieben kleine grüne Hühner
de,chicken,green,small,plural,6,acht kleine grüne Hühner
de,chicken,green,large,nom,,das große grüne Huhn
de,chicken,green,large,acc,,das große grüne Huhn
de,chicken,green,large,dat,,dem großen grünen Huhn
de,chicken,green,large,plural,0,zwei große grüne Hühner
de,chicken,green,large,plural,1,drei große grüne Hühner
de,chicken,green,large,plural,2,vier große grüne Hühner
de,chicken,green,large,plural,3,fünf große grüne Hühner
de,chicken,green,large,plural,4,sechs große grüne Hühner
de,chicken,green,large,plural,5,sieben große grüne Hühner
de,chicken,green,large,plural,6,acht große grüne Hühner
de,chicken,green,young,nom,,das junge grüne Huhn
de,chicken,green,young,acc,,das junge grüne Huhn
de,chicken,green,young,dat,,dem jungen grünen Huhn
de,chicken,green,young,plural,0,zwei junge grüne Hühner
de,chicken,green,young,plural,1,drei junge grüne Hühner
de,chicken,green,young,plural,2,vier junge grüne Hühner
de,chicken,green,young,plural,3,fünf junge grüne Hühner
de,chicken,green,young,plural,4,sechs junge grüne Hühner
de,chicken,green,young,plural,5,sieben junge grüne Hühner
de,chicken,green,young,plural,6,acht junge grüne Hühner
de,chicken,green,old,nom,,das alte grüne Huhn
de,chicken,green,old,acc,,das alte grüne Huhn
de,chicken,green,old,dat,,dem alten grünen Huhn
de,chicken,green,old,plural,0,zwei alte grüne Hühner
de,chicken,green,old,plural,1,drei alte grüne Hühner
de,chicken,green,old,plural,2,vier alte grüne Hühner
de,chicken,green,old,plural,3,fünf alte grüne Hühner
de,chicken,green,old,plural,4,sechs alte grüne Hühner
de,chicken,green,old,plural,5,sieben alte grüne Hühner
de,chicken,green,old,plural,6,acht alte grüne Hühner
de,chicken,yellow,small,nom,,das kleine gelbe Huhn
de,chicken,yellow,small,acc,,das kleine gelbe Huhn
de,chicken,yellow,small,dat,,dem kleinen gelben Huhn
de,chicken,yellow,small,plural,0,zwei kleine gelbe Hühner
de,chicken,yellow,small,plural,1,drei kleine gelbe Hühner
de,chicken,yellow,small,plural,2,vier kleine gelbe Hühner
de,chicken,yellow,small,plural,3,fünf kleine gelbe Hühner
de,chicken,yellow,small,plural,4,sechs kleine gelbe Hühner
de,chicken,yellow,small,plural,5,sieben kleine gelbe Hühner
de,chicken,yellow,small,plural,6,acht kleine gelbe Hühner
de,chicken,yellow,large,nom,,das große gelbe Huhn
de,chicken,yellow,large,acc,,das große gelbe Huhn
de,chicken,yellow,large,dat,,dem großen gelben Huhn
de,chicken,yellow,large,plural,0,zwei große gelbe Hühner
de,chicken,yellow,large,plural,1,drei große gelbe Hühner
de,chicken,yellow,large,plural,2,vier große gelbe Hühner
de,chicken,yellow,large,plural,3,fünf große gelbe Hühner
de,chicken,yellow,large,plural,4,sechs große gelbe Hühner
de,chicken,yellow,large,plural,5,sieben große gelbe Hühner
de,chicken,yellow,large,plural,6,acht große gelbe Hühner
de,chicken,yellow,young,nom,,das junge gelbe Huhn
de,chicken,yellow,young,acc,,das junge gelbe Huhn
de,chicken,yellow,young,dat,,dem jungen gelben Huhn
de,chicken,yellow,young,plural,0,zwei junge gelbe Hühner
de,chicken,yellow,young,plural,1,drei junge gelbe Hühner
de,chicken,yellow,young,plural,2,vier junge gelbe Hühner
de,chicken,yellow,young,plural,3,fünf junge gelbe Hühner
de,chicken,yellow,young,plural,4,sechs junge gelbe Hühner
de,chicken,yellow,young,plural,5,sieben junge gelbe Hühner
de,chicken,yellow,young,plural,6,acht junge gelbe Hühner
de,chicken,yellow,old,nom,,das alte gelbe Huhn
de,chicken,yellow,old,acc,,das alte gelbe Huhn
de,chicken,yellow,old,dat,,dem alten gelben Huhn
de,chicken,yellow,old,plural,0,zwei alte gelbe Hühner
de,chicken,yellow,old,plural,1,drei alte gelbe Hühner
de,chicken,yellow,old,plural,2,vier alte gelbe Hühner
de,chicken,yellow,old,plural,3,fünf alte gelbe Hühner
de,chicken,yellow,old,plural,4,sechs alte gelbe Hühner
de,chicken,yellow,old,plural,5,sieben alte gelbe Hühner
de,chicken,yellow,old,plural,6,acht alte gelbe Hühner
de,chicken,black,small,nom,,das kleine schwarze Huhn
de,chicken,black,small,acc,,das kleine schwarze Huhn
de,chicken,black,small,dat,,dem kleinen schwarzen Huhn
de,chicken,black,small,plural,0,zwei kleine schwarze Hühner
de,chicken,black,small,plural,1,drei kleine schwarze Hühner
de,chicken,black,small,plural,2,vier kleine schwarze Hühner
de,chicken,black,small,plural,3,fünf kleine schwarze Hühner
de,chicken,black,small,plural,4,sechs kleine schwarze Hühner
de,chicken,black,small,plural,5,sieben kleine schwarze Hühner
de,chicken,black,small,plural,6,acht kleine schwarze Hühner
de,chicken,black,large,nom,,das große schwarze Huhn
de,chicken,black,large,acc,,das große schwarze Huhn
de,chicken,black,large,dat,,dem großen schwarzen Huhn
de,chicken,black,large,plural,0,zwei große schwarze Hühner
de,chicken,black,large,plural,1,drei große schwarze Hühner
de,chicken,black,large,plural,2,vier große schwarze Hühner
de,chicken,black,large,plural,3,fünf große schwarze Hühner
de,chicken,black,large,plural,4,sechs große schwarze Hühner
de,chicken,black,large,plural,5,sieben große schwarze Hühner
de,chicken,black,large,plural,6,acht große schwarze Hühner
de,chicken,black,young,nom,,das junge schwarze Huhn
de,chicken,black,young,acc,,das junge schwarze Huhn
de,chicken,black,young,dat,,dem jungen schwarzen Huhn
de,chicken,black,young,plural,0,zwei junge schwarze Hühner
de,chicken,black,young,plural,1,drei junge schwarze Hühner
de,chicken,black,young,plural,2,vier junge schwarze Hühner
de,chicken,black,young,plural,3,fünf junge schwarze Hühner
de,chicken,black,young,plural,4,sechs junge schwarze Hühner
de,chicken,black,young,plural,5,sieben junge schwarze Hühner
de,chicken,black,young,plural,6,acht junge schwarze Hühner
de,chicken,black,old,nom,,das alte schwarze Huhn
de,chicken,black,old,acc,,das alte schwarze Huhn
de,chicken,black,old,dat,,dem alten schwarzen Huhn
de,chicken,black,old,plural,0,zwei alte schwarze Hühner
de,chicken,black,old,plural,1,drei alte schwarze Hühner
de,chicken,black,old,plural,2,vier alte schwarze Hühner
de,chicken,black,old,plural,3,fünf alte schwarze Hühner
de,chicken,black,old,plural,4,sechs alte schwarze Hühner
de,chicken,black,old,plural,5,sieben alte schwarze Hühner
de,chicken,black,old,plural,6,acht alte schwarze Hühner
de,chicken,white,small,nom,,das kleine weiße Huhn
de,chicken,white,small,acc,,das kleine weiße Huhn
de,chicken,white,small,dat,,dem kleinen weißen Huhn
de,chicken,white,small,plural,0,zwei kleine weiße Hühner
de,chicken,white,small,plural,1,drei kleine weiße Hühner
de,chicken,white,small,plural,2,vier kleine weiße Hühner
de,chicken,white,small,plural,3,fünf kleine weiße Hühner
de,chicken,white,small,plural,4,sechs kleine weiße Hühner
de,chicken,white,small,plural,5,sieben kleine weiße Hühner
de,chicken,white,small,plural,6,acht kleine weiße Hühner
de,chicken,white,large,nom,,das große weiße Huhn
de,chicken,white,large,acc,,das große weiße Huhn
de,chicken,white,large,dat,,dem großen weißen Huhn
de,chicken,white,large,plural,0,zwei große weiße Hühner
de,chicken,white,large,plural,1,drei große weiße Hühner
de,chicken,white,large,plural,2,vier große weiße Hühner
de,chicken,white,large,plural,3,fünf große weiße Hühner
de,chicken,white,large,plural,4,sechs große weiße Hühner
de,chicken,white,large,plural,5,sieben große weiße Hühner
de,chicken,white,large,plural,6,acht große weiße Hühner
de,chicken,white,young,nom,,das junge weiße Huhn
de,chicken,white,young,acc,,das junge weiße Huhn
de,chicken,white,young,dat,,dem jungen weißen Huhn
de,chicken,white,young,plural,0,zwei junge weiße Hühner
de,chicken,white,young,plural,1,drei junge weiße Hühner
de,chicken,white,young,plural,2,vier junge weiße Hühner
de,chicken,white,young,plural,3,fünf junge weiße Hühner
de,chicken,white,young,plural,4,sechs junge weiße Hühner
de,chicken,white,young,plural,5,sieben junge weiße Hühner
de,chicken,white,young,plural,6,acht junge weiße Hühner
de,chicken,white,old,nom,,das alte weiße Huhn
de,chicken,white,old,acc,,das alte weiße Huhn
de,chicken,white,old,dat,,dem alten weißen Huhn
de,chicken,white,old,plural,0,zwei alte weiße Hühner
de,chicken,white,old,plural,1,drei alte weiße Hühner
de,chicken,white,old,plural,2,vier alte weiße Hühner
